NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
ASTORIA,03 THREE FAMILY DWELLINGS,1,580,14,C0,3,0,3,"1,920","2,680",1950,1,C0,"1,525,000",1/25/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,580,117,C0,3,0,3,"1,800","2,554",1950,1,C0,"1,538,000",8/30/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,581,21,C0,3,0,3,"2,521","2,560",1925,1,C0,"1,730,000",6/14/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,586,17,C0,3,0,3,"2,521","2,902",1965,1,C0,0,8/21/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,586,24,C0,3,0,3,"2,000","1,870",1940,1,C0,0,3/13/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,589,25,C0,3,0,3,"2,218","2,322",1955,1,C0,0,9/8/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,589,59,C0,3,0,3,"1,700","2,713",1950,1,C0,0,5/2/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,590,16,C0,3,0,3,"3,176","7,216",2005,1,C0,"2,750,000",12/20/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,596,22,C0,3,0,3,"2,394","2,508",1945,1,C0,0,2/3/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,596,22,C0,3,0,3,"2,394","2,508",1945,1,C0,0,10/12/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,598,24,C0,3,0,3,"1,800","2,886",1910,1,C0,"1,250,000",12/18/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,611,152,C0,3,0,3,"1,980","2,224",1950,1,C0,"1,500,000",1/13/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,619,56,C0,3,0,3,"1,760","2,360",1930,1,C0,"1,677,000",1/9/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,625,38,C0,3,0,3,"2,716","3,300",1930,1,C0,0,3/9/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,628,35,C0,3,0,3,"2,000","2,889",1901,1,C0,"1,802,000",7/31/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,645,126,C0,3,0,3,"2,208","2,240",1965,1,C0,0,3/3/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,646,20,C0,3,0,3,"4,250","1,709",1920,1,C0,0,6/1/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,649,18,C0,3,0,3,"2,000","2,620",1965,1,C0,0,5/27/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,649,18,C0,3,0,3,"2,000","2,620",1965,1,C0,0,6/3/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,652,138,C0,3,0,3,"1,800","3,420",1901,1,C0,"1,375,000",9/27/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,653,159,C0,3,0,3,"2,101","3,160",1965,1,C0,0,8/2/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,655,67,C0,3,0,3,"2,000","3,192",1915,1,C0,0,10/23/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,655,108,C0,3,0,3,"2,199","2,780",1968,1,C0,0,4/13/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,660,26,C0,3,0,3,"2,229","3,618",1960,1,C0,0,1/10/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,661,15,C0,3,0,3,"2,503","2,896",1910,1,C0,0,7/11/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,661,16,C0,3,0,3,"2,503","3,670",1910,1,C0,"1,900,000",9/18/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,664,10,C0,3,0,3,"2,000","2,200",1941,1,C0,"1,300,000",10/4/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,664,15,C0,3,0,3,"2,810","3,030",1974,1,C0,0,9/18/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,677,16,C0,3,0,3,"2,000","2,760",1965,1,C0,"1,600,000",1/17/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,677,146,C0,3,0,3,"2,900","3,030",2008,1,C0,0,2/4/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,682,15,C0,3,0,3,"2,500","2,288",1925,1,C0,"1,750,000",11/30/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,685,47,C0,3,0,3,"2,000","2,360",1925,1,C0,"1,525,000",2/2/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,685,64,C0,3,0,3,"2,117","1,774",1955,1,C0,0,3/20/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,687,44,C0,3,0,3,"1,600","2,740",1950,1,C0,0,4/6/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,691,46,C0,3,0,3,"2,175","2,770",1975,1,C0,0,5/12/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,693,49,C0,3,0,3,"2,500","2,100",1930,1,C0,10,3/21/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,693,57,C0,3,0,3,"2,680","2,800",1960,1,C0,0,5/11/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,696,96,C0,3,0,3,"1,700","2,790",1930,1,C0,0,4/28/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,701,29,C0,3,0,3,"3,840","2,038",1920,1,C0,"1,525,000",3/2/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,701,38,C0,3,0,3,"2,375","2,160",1935,1,C0,0,4/19/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,702,2,C0,3,0,3,"1,858","2,256",1925,1,C0,0,3/3/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,702,23,C0,3,0,3,"2,650","1,530",1955,1,C0,"1,055,000",10/5/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,702,34,C0,3,0,3,"2,500","2,966",1890,1,C0,0,10/27/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,708,1,C0,3,0,3,"2,000","2,334",1940,1,C0,"1,200,000",7/11/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,711,9,C0,3,0,3,"1,988","2,904",1950,1,C0,0,6/13/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,712,37,C0,3,0,3,"3,255","2,284",1975,1,C0,0,8/3/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,715,21,C0,3,0,3,"2,075","3,225",2022,1,C0,0,4/24/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,715,22,C0,3,0,3,"2,925","2,959",2022,1,C0,0,4/21/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,715,63,C0,3,0,3,"2,425","2,480",1920,1,C0,0,11/29/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,716,42,C0,3,0,3,"1,980","3,300",1968,1,C0,"1,360,000",2/24/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,719,10,C0,3,0,3,"2,500","2,800",1960,1,C0,0,1/3/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,722,26,C0,3,0,3,"2,500","3,550",1965,1,C0,0,7/5/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,722,117,C0,3,0,3,"1,750","2,516",1930,1,C0,0,10/20/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,722,121,C0,3,0,3,"1,750","2,516",1930,1,C0,0,9/6/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,723,135,C0,3,0,3,"1,800","3,276",1955,1,C0,10,1/31/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,729,10,C0,3,0,3,"2,500","2,580",1935,1,C0,"1,675,000",11/20/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,729,33,C0,3,0,3,"2,500","2,756",1960,1,C0,"1,400,000",2/28/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,730,23,C0,3,0,3,"2,784","3,076",1970,1,C0,0,10/17/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,731,5,C0,3,0,3,"1,800","2,200",1940,1,C0,"750,000",10/27/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,731,19,C0,3,0,3,"2,500","2,440",1925,1,C0,0,2/10/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,731,66,C0,3,0,3,"2,500","2,902",1960,1,C0,0,6/10/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,731,78,C0,3,0,3,"1,825","1,800",1940,1,C0,"1,125,000",8/2/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,731,106,C0,3,0,3,"1,980","2,640",1940,1,C0,0,4/20/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,731,168,C0,3,0,3,"2,500","2,902",1960,1,C0,"1,425,000",10/31/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,739,12,C0,3,0,3,"3,775","3,498",1975,1,C0,0,6/28/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,740,1,C0,3,0,3,"2,000","3,100",1975,1,C0,"405,600",4/17/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,740,2,C0,3,0,3,"2,000","3,100",1975,1,C0,"1,300,000",3/20/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,740,5,C0,3,0,3,"2,000","3,100",1975,1,C0,0,4/5/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,740,5,C0,3,0,3,"2,000","3,100",1975,1,C0,0,11/22/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,740,13,C0,3,0,3,"2,200","3,034",1957,1,C0,0,9/26/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,740,94,C0,3,0,3,"2,200","3,034",1956,1,C0,"1,460,000",3/2/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,741,21,C0,3,0,3,"2,842","2,228",1935,1,C0,0,2/10/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,742,1,C0,3,0,3,"2,386","2,560",1970,1,C0,0,10/5/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,742,3,C0,3,0,3,"2,316","3,796",1970,1,C0,"1,250,000",11/16/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,745,5,C0,3,0,3,"1,890","3,969",1991,1,C0,0,4/1/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,752,150,C0,3,0,3,"2,000","2,822",1975,1,C0,0,10/25/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,752,150,C0,3,0,3,"2,000","2,822",1975,1,C0,"1,450,000",4/10/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,759,7,C0,3,0,3,"2,000","2,680",1950,1,C0,0,5/15/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,759,10,C0,3,0,3,"3,000","2,740",1965,1,C0,0,2/10/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,762,7,C0,3,0,3,"4,000","2,709",2021,1,C0,"1,655,000",2/3/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,762,8,C0,3,0,3,"2,000","1,806",2021,1,C0,"1,655,000",2/3/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,763,14,C0,3,0,3,"2,826","2,900",1950,1,C0,0,10/18/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,763,55,C0,3,0,3,"2,292","3,289",1965,1,C0,"1,795,000",6/6/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,772,30,C0,3,0,3,"2,142","2,383",1959,1,C0,"1,240,000",2/22/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,772,48,C0,3,0,3,"2,000","2,620",1959,1,C0,"1,280,000",2/7/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,784,12,C0,3,0,3,"2,500","2,456",1910,1,C0,0,10/4/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,784,52,C0,3,0,3,"2,000","2,700",1920,1,C0,0,8/25/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,785,22,C0,3,0,3,"3,300","4,120",1970,1,C0,0,5/10/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,785,39,C0,3,0,3,"2,400","2,400",1925,1,C0,"850,000",11/14/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,786,53,C0,3,0,3,"1,894","2,575",1970,1,C0,0,5/17/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,786,59,C0,3,0,3,"3,325","3,075",1925,1,C0,"1,994,999",9/21/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,795,43,C0,3,0,3,"2,500","2,116",1890,1,C0,0,3/31/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,795,43,C0,3,0,3,"2,500","2,116",1890,1,C0,0,8/18/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,796,30,C0,3,0,3,"2,700","2,800",1999,1,C0,0,10/3/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,798,16,C0,3,0,3,"2,500","2,700",1900,1,C0,"1,325,000",9/22/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,798,22,C0,3,0,3,"2,500","1,500",1870,1,C0,0,4/6/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,799,39,C0,3,0,3,"2,500","1,700",1870,1,C0,0,3/3/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,803,29,C0,3,0,3,"3,000","3,102",1970,1,C0,"1,425,000",9/21/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,805,9,C0,3,0,3,"2,200","2,708",1965,1,C0,0,10/4/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,805,46,C0,3,0,3,"2,200","2,708",1965,1,C0,0,9/19/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,805,49,C0,3,0,3,"2,200","2,708",1965,1,C0,0,9/19/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,805,57,C0,3,0,3,"2,200","2,708",1965,1,C0,0,12/13/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,809,7,C0,3,0,3,"2,500","2,836",1950,1,C0,0,6/1/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,809,8,C0,3,0,3,"2,500","2,836",1950,1,C0,0,5/18/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,809,8,C0,3,0,3,"2,500","2,836",1950,1,C0,0,6/1/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,809,28,C0,3,0,3,"1,950","2,814",1999,1,C0,0,5/5/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,810,30,C0,3,0,3,"1,900","2,886",2011,1,C0,0,3/1/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,817,16,C0,3,0,3,"2,016","3,328",1965,1,C0,0,3/9/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,819,67,C0,3,0,3,"2,200","2,116",1920,1,C0,0,7/6/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,819,73,C0,3,0,3,"2,500","1,760",1920,1,C0,0,6/13/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,821,10,C0,3,0,3,"2,500","4,080",1930,1,C0,0,11/20/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,824,39,C0,3,0,3,"2,500","2,080",1930,1,C0,0,2/17/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,828,108,C0,3,0,3,"2,500","1,600",1925,1,C0,0,7/18/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,834,30,C0,3,0,3,"2,736","2,560",1940,1,C0,0,5/23/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,834,31,C0,3,0,3,"1,820","2,760",1940,1,C0,0,5/23/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,835,154,C0,3,0,3,"1,235","2,109",1935,1,C0,0,8/29/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,847,5,C0,3,0,3,"2,800","2,592",1930,1,C0,1,7/28/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,852,32,C0,3,0,3,"2,200","2,722",1960,1,C0,0,3/22/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,852,32,C0,3,0,3,"2,200","2,722",1960,1,C0,0,11/9/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,856,32,C0,3,0,3,"2,000","1,490",1920,1,C0,0,3/20/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,856,44,C0,3,0,3,"2,000","1,400",1930,1,C0,10,1/9/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,861,271,C0,3,0,3,"3,000","3,232",1965,1,C0,"855,650",3/17/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,864,64,C0,3,0,3,"2,400","2,600",1925,1,C0,"1,575,000",3/24/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,864,65,C0,3,0,3,"2,400","2,600",1925,1,C0,0,7/27/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,865,7,C0,3,0,3,"2,400","2,860",1925,1,C0,"1,300,000",8/17/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,865,8,C0,3,0,3,"2,400","2,080",1925,1,C0,"1,400,000",5/3/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,865,52,C0,3,0,3,"2,400","2,860",1925,1,C0,0,10/12/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,866,55,C0,3,0,3,"2,400","3,240",1925,1,C0,0,6/28/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,867,53,C0,3,0,3,"2,400","3,000",1920,1,C0,"1,365,000",2/15/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,872,35,C0,3,0,3,"2,260","2,208",1931,1,C0,0,8/2/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,872,35,C0,3,0,3,"2,260","2,208",1931,1,C0,0,8/14/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,872,35,C0,3,0,3,"2,260","2,208",1931,1,C0,"350,000",7/10/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,872,56,C0,3,0,3,"1,911","1,680",1945,1,C0,0,8/2/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,872,56,C0,3,0,3,"1,911","1,680",1945,1,C0,0,8/14/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,872,56,C0,3,0,3,"1,911","1,680",1945,1,C0,"450,000",7/10/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,872,66,C0,3,0,3,"5,000","2,714",1915,1,C0,0,4/4/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,873,22,C0,3,0,3,"2,400","2,937",1940,1,C0,0,12/6/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,878,56,C0,3,0,3,"2,242","2,128",1920,1,C0,0,3/6/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,879,5,C0,3,0,3,"1,800","1,728",1935,1,C0,"660,500",2/24/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,879,60,C0,3,0,3,"2,400","2,980",1950,1,C0,0,5/12/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,881,33,C0,3,0,3,"2,200","2,541",1945,1,C0,0,3/9/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,882,48,C0,3,0,3,"3,300","2,772",1945,1,C0,0,6/28/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,882,48,C0,3,0,3,"3,300","2,772",1945,1,C0,"1,305,000",10/18/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,884,32,C0,3,0,3,"2,160","3,180",1920,1,C0,"1,550,000",12/11/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,889,76,C0,3,0,3,"2,440","3,040",1950,1,C0,0,11/17/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,889,177,C0,3,0,3,"3,060","1,872",1950,1,C0,"1,450,000",1/10/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,892,45,C0,3,0,3,"1,999","2,080",1925,1,C0,0,2/10/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,899,40,C0,3,0,3,"3,600","3,825",1970,1,C0,0,2/13/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,900,44,C0,3,0,3,"1,940","3,204",2005,1,C0,0,4/4/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,901,57,C0,3,0,3,"2,586","2,661",1940,1,C0,"2,725,000",11/29/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,965,66,C0,3,0,3,"3,600","2,167",1945,1,C0,0,1/23/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,965,74,C0,3,0,3,"3,942","2,988",1960,1,C0,0,4/17/2023
ASTORIA,03 THREE FAMILY DWELLINGS,1,965,74,C0,3,0,3,"3,942","2,988",1960,1,C0,0,7/19/2023
ASTORIA,04 TAX CLASS 1 CONDOS,1A,517,1006,R3,1,,1,,,2015,1,R3,0,1/7/2023
ASTORIA,04 TAX CLASS 1 CONDOS,1A,579,1001,R3,1,,1,,,1979,1,R3,"1,450,000",4/18/2023
ASTORIA,04 TAX CLASS 1 CONDOS,1C,773,1002,R6,1,,1,,,2011,1,R6,"1,200,000",3/6/2023
ASTORIA,05 TAX CLASS 1 VACANT LAND,1B,655,18,V0,0,0,0,"2,500",0,,1,V0,"685,000",11/30/2023
ASTORIA,05 TAX CLASS 1 VACANT LAND,1B,660,127,V0,0,0,0,531,0,,1,V0,0,1/10/2023
ASTORIA,05 TAX CLASS 1 VACANT LAND,1B,786,58,V0,0,0,0,"3,300",0,,1,V0,"1,994,999",9/21/2023
ASTORIA,05 TAX CLASS 1 VACANT LAND,1B,803,3,V0,0,0,0,168,0,,1,V0,0,2/11/2023
ASTORIA,05 TAX CLASS 1 VACANT LAND,1B,817,14,V0,0,0,0,"2,725",0,,1,V0,0,3/24/2023
ASTORIA,05 TAX CLASS 1 VACANT LAND,1B,874,227,V0,0,0,0,300,0,,1,V0,0,4/1/2023
ASTORIA,05 TAX CLASS 1 VACANT LAND,1B,878,55,V0,0,0,0,"1,000",0,,1,V0,0,3/6/2023
ASTORIA,05 TAX CLASS 1 VACANT LAND,2,909,9,D3,371,1,372,"37,565",0,2022,1,V0,0,9/29/2023
ASTORIA,06 TAX CLASS 1 - OTHER,1,784,11,G0,0,0,0,"2,500",0,1950,1,G0,0,10/4/2023
ASTORIA,06 TAX CLASS 1 - OTHER,1,885,37,G0,0,0,0,"1,942",0,1950,1,G0,0,4/13/2023
ASTORIA,07 RENTALS - WALKUP APARTMENTS,2A,534,38,C2,5,0,5,"4,059","3,374",1930,2,C2,"2,900,000",11/20/2023
ASTORIA,07 RENTALS - WALKUP APARTMENTS,2A,544,42,C2,6,0,6,"2,520","3,960",1923,2,C2,"1,800,000",10/13/2023
ASTORIA,07 RENTALS - WALKUP APARTMENTS,2A,569,45,C2,6,0,6,"3,630","4,515",1927,2,C2,0,1/23/2023
ASTORIA,07 RENTALS - WALKUP APARTMENTS,2A,582,21,C3,4,0,4,"2,500","3,120",1921,2,C3,0,9/8/2023
ASTORIA,07 RENTALS - WALKUP APARTMENTS,2A,582,22,C3,4,0,4,"2,521","3,120",1935,2,C3,0,9/14/2023
ASTORIA,07 RENTALS - WALKUP APARTMENTS,2A,585,4,C2,6,0,6,"2,500","4,140",1923,2,C2,0,7/20/2023
ASTORIA,07 RENTALS - WALKUP APARTMENTS,2B,586,74,C4,8,0,8,"2,790","7,228",1925,2,C4,"2,750,000",8/29/2023
ASTORIA,07 RENTALS - WALKUP APARTMENTS,2B,588,53,C1,8,0,8,"3,750","9,240",1925,2,C1,0,9/28/2023
ASTORIA,07 RENTALS - WALKUP APARTMENTS,2A,588,74,C3,4,0,4,"2,900","3,486",1990,2,C3,0,12/19/2023
ASTORIA,07 RENTALS - WALKUP APARTMENTS,2A,612,49,C3,4,0,4,"2,375","3,200",1924,2,C3,0,1/9/2023
ASTORIA,07 RENTALS - WALKUP APARTMENTS,2A,614,53,C2,6,0,6,"2,368","3,666",1923,2,C2,0,6/16/2023
ASTORIA,07 RENTALS - WALKUP APARTMENTS,2B,616,74,C1,8,0,8,"3,500","8,480",1900,2,C1,0,2/3/2023
ASTORIA,07 RENTALS - WALKUP APARTMENTS,2,620,54,C1,12,0,12,"3,075","8,742",1926,2,C1,0,4/28/2023
ASTORIA,07 RENTALS - WALKUP APARTMENTS,2A,623,37,C2,6,0,6,"1,956","3,600",1924,2,C2,0,5/4/2023
ASTORIA,07 RENTALS - WALKUP APARTMENTS,2A,623,54,C2,6,0,6,"2,425","3,480",1921,2,C2,"2,050,000",11/29/2023
ASTORIA,07 RENTALS - WALKUP APARTMENTS,2A,631,6,C2,6,0,6,"2,271","5,520",1924,2,C2,0,6/15/2023
ASTORIA,07 RENTALS - WALKUP APARTMENTS,2A,631,67,C3,4,0,4,"2,500","2,827",1924,2,C3,0,2/6/2023
ASTORIA,07 RENTALS - WALKUP APARTMENTS,2A,632,28,C2,6,0,6,"2,500","5,650",1923,2,C2,"2,000,000",3/21/2023
ASTORIA,07 RENTALS - WALKUP APARTMENTS,2B,632,29,C1,7,0,7,"2,836","5,650",1923,2,C1,10,7/10/2023
ASTORIA,07 RENTALS - WALKUP APARTMENTS,2A,633,9,C2,6,0,6,"2,500","5,100",1923,2,C2,"1,400,000",8/23/2023
ASTORIA,07 RENTALS - WALKUP APARTMENTS,2B,633,25,C1,7,0,7,"2,521","5,383",2005,2,C1,"900,000",6/16/2023
ASTORIA,07 RENTALS - WALKUP APARTMENTS,2A,633,26,C2,6,0,6,"2,500","4,140",1923,2,C2,"2,100,000",7/11/2023
ASTORIA,07 RENTALS - WALKUP APARTMENTS,2A,648,25,C2,6,0,6,"2,500","5,025",1925,2,C2,0,9/11/2023
ASTORIA,07 RENTALS - WALKUP APARTMENTS,2A,648,66,C2,6,0,6,"2,500","5,025",1922,2,C2,0,3/14/2023
ASTORIA,07 RENTALS - WALKUP APARTMENTS,2A,648,73,C2,6,0,6,"2,500","5,025",1922,2,C2,0,2/24/2023
ASTORIA,07 RENTALS - WALKUP APARTMENTS,2A,651,79,C2,6,0,6,"2,500","3,600",1923,2,C2,"1,680,000",9/25/2023
ASTORIA,07 RENTALS - WALKUP APARTMENTS,2A,652,27,C2,6,0,6,"2,500","6,150",1924,2,C2,0,4/13/2023
ASTORIA,07 RENTALS - WALKUP APARTMENTS,2A,652,66,C3,4,0,4,"2,521","5,216",1901,2,C3,0,3/13/2023
ASTORIA,07 RENTALS - WALKUP APARTMENTS,2A,652,70,C3,4,0,4,"2,500","2,610",1923,2,C3,"1,580,000",10/16/2023
ASTORIA,07 RENTALS - WALKUP APARTMENTS,2,652,75,C1,16,0,16,"4,100","10,736",1926,2,C1,"3,100,000",2/21/2023
ASTORIA,07 RENTALS - WALKUP APARTMENTS,2A,653,170,C2,6,0,6,"2,500","3,900",1988,2,C2,"1,750,000",7/25/2023
ASTORIA,07 RENTALS - WALKUP APARTMENTS,2,656,68,C7,22,2,24,"4,500","13,200",1924,2,C7,"3,900,000",2/23/2023
ASTORIA,07 RENTALS - WALKUP APARTMENTS,2B,657,64,C1,8,0,8,"2,500","7,900",1920,2,C1,0,11/8/2023
ASTORIA,07 RENTALS - WALKUP APARTMENTS,2A,674,7,C2,6,0,6,"2,780","5,200",1918,2,C2,0,6/1/2023
ASTORIA,07 RENTALS - WALKUP APARTMENTS,2A,675,5,C2,6,0,6,"2,800","4,992",1922,2,C2,0,12/14/2023
ASTORIA,07 RENTALS - WALKUP APARTMENTS,2A,675,41,C2,6,0,6,"2,800","4,993",1922,2,C2,0,10/16/2023
